SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
LUPIN, EQ, 01-Jan-2018, 885.10, 889.50, 892.00, 880.20, 885.50, 883.25, 887.00, 1032734, 9160.37, 24856, 354903, 34.37
LUXIND, EQ, 01-Jan-2018, 1516.00, 1505.15, 1519.00, 1500.00, 1507.70, 1511.65, 1506.23, 10424, 157.01, 609, 5047, 48.42
LYCOS, EQ, 01-Jan-2018, 5.65, 5.70, 6.60, 5.70, 6.35, 6.25, 6.24, 6634197, 413.88, 4037, 4128939, 62.24
LYKALABS, EQ, 01-Jan-2018, 64.40, 63.30, 67.40, 63.30, 64.50, 64.85, 65.53, 150187, 98.42, 1391, 77613, 51.68
LYPSAGEMS, EQ, 01-Jan-2018, 40.15, 40.50, 41.00, 38.95, 39.00, 39.25, 40.01, 431954, 172.81, 1937, 245150, 56.75
M&M, EQ, 01-Jan-2018, 751.10, 751.00, 758.90, 743.00, 745.50, 744.65, 750.77, 2476302, 18591.40, 31240, 1619007, 65.38
M&MFIN, EQ, 01-Jan-2018, 473.10, 473.80, 478.95, 469.15, 470.50, 470.70, 473.53, 403973, 1912.94, 7293, 88565, 21.92
M&MFIN, N1, 01-Jan-2018, 1030.00, 986.00, 990.15, 986.00, 990.15, 990.15, 986.08, 51, 0.50, 3, 50, 98.04
M&MFIN, N2, 01-Jan-2018, 1084.90, 1084.90, 1084.90, 1084.90, 1084.90, 1084.90, 1084.90, 131, 1.42, 4, 131, 100.00
M100, EQ, 01-Jan-2018, 21.75, 21.90, 22.00, 21.70, 21.80, 21.80, 21.83, 45405, 9.91, 139, 32433, 71.43
M15RG, MF, 01-Jan-2018, 8.20, 8.51, 8.51, 8.51, 8.51, 8.51, 8.51, 2500, 0.21, 1, 2500, 100.00
M50, EQ, 01-Jan-2018, 100.75, 100.80, 101.50, 99.50, 99.60, 99.76, 100.45, 9058, 9.10, 41, 6069, 67.00
MAANALU, EQ, 01-Jan-2018, 141.20, 143.80, 147.00, 141.00, 144.55, 143.55, 145.31, 25416, 36.93, 593, 13370, 52.60
MADHAV, EQ, 01-Jan-2018, 72.25, 76.00, 76.00, 69.60, 69.90, 70.55, 72.43, 59627, 43.19, 755, 38390, 64.38
MADHUCON, EQ, 01-Jan-2018, 35.65, 35.75, 37.60, 35.40, 36.10, 35.80, 36.35, 1015439, 369.10, 3087, 539283, 53.11
MADRASFERT, EQ, 01-Jan-2018, 44.90, 45.10, 45.90, 44.40, 45.20, 44.65, 45.13, 290436, 131.07, 1608, 172581, 59.42
MAGADSUGAR, EQ, 01-Jan-2018, 169.60, 186.55, 186.55, 171.00, 172.95, 173.10, 174.42, 17206, 30.01, 244, 12491, 72.60
MAGMA, EQ, 01-Jan-2018, 160.55, 161.85, 161.90, 158.25, 160.50, 160.45, 160.31, 64032, 102.65, 1478, 38087, 59.48
MAGNUM, EQ, 01-Jan-2018, 14.85, 15.25, 15.80, 14.60, 15.00, 14.80, 15.12, 144957, 21.92, 320, 86915, 59.96
MAHABANK, EQ, 01-Jan-2018, 22.85, 23.00, 23.55, 23.00, 23.30, 23.30, 23.32, 1850925, 431.56, 3024, 1270171, 68.62
MAHASTEEL, EQ, 01-Jan-2018, 82.25, 84.80, 86.10, 81.25, 84.00, 84.35, 84.50, 146714, 123.97, 1200, 35082, 23.91
MAHESHWARI, SM, 01-Jan-2018, 208.75, 211.00, 213.00, 208.85, 208.85, 208.85, 210.98, 41000, 86.50, 30, 6000, 14.63
MAHINDCIE, EQ, 01-Jan-2018, 258.15, 258.80, 259.15, 252.60, 253.50, 253.45, 255.66, 231623, 592.16, 4694, 128895, 55.65
MAHLIFE, EQ, 01-Jan-2018, 459.25, 463.00, 484.25, 463.00, 475.05, 475.75, 476.68, 49594, 236.40, 2001, 29657, 59.80
MAHLOG, EQ, 01-Jan-2018, 438.20, 438.20, 448.20, 438.20, 444.05, 444.65, 444.72, 46849, 208.35, 1607, 26477, 56.52
MAHSCOOTER, EQ, 01-Jan-2018, 2760.70, 2774.20, 2795.00, 2752.55, 2784.00, 2781.10, 2782.42, 2025, 56.34, 184, 1695, 83.70
MAHSEAMLES, EQ, 01-Jan-2018, 511.95, 515.00, 519.55, 502.05, 506.25, 506.70, 512.40, 69752, 357.41, 2854, 52447, 75.19
MAITHANALL, EQ, 01-Jan-2018, 799.85, 804.00, 807.40, 782.00, 791.00, 787.05, 799.18, 91179, 728.69, 2941, 49472, 54.26
MAJESCO, EQ, 01-Jan-2018, 514.35, 516.95, 522.95, 512.00, 512.30, 513.80, 517.38, 28253, 146.17, 1048, 12349, 43.71
MALUPAPER, EQ, 01-Jan-2018, 45.10, 45.65, 46.90, 44.65, 45.10, 45.15, 45.75, 163739, 74.91, 959, 60870, 37.18
MALWACOTT, BZ, 01-Jan-2018, 5.00, 4.75, 4.75, 4.75, 4.75, 4.75, 4.75, 1442, 0.07, 8, -, -
MANAKALUCO, EQ, 01-Jan-2018, 14.85, 15.00, 15.40, 14.55, 14.85, 14.95, 15.03, 56931, 8.56, 151, 45991, 80.78
MANAKCOAT, EQ, 01-Jan-2018, 20.55, 21.90, 22.05, 20.75, 21.30, 21.30, 21.38, 276038, 59.01, 794, 151823, 55.00
MANAKSIA, EQ, 01-Jan-2018, 73.55, 76.75, 76.75, 73.50, 73.75, 73.75, 74.29, 28944, 21.50, 207, 21894, 75.64
MANAKSTEEL, BE, 01-Jan-2018, 39.10, 38.15, 40.70, 38.15, 39.40, 38.80, 39.52, 26138, 10.33, 174, -, -
MANALIPETC, EQ, 01-Jan-2018, 39.35, 39.55, 40.80, 39.00, 39.20, 39.30, 39.88, 853558, 340.40, 3027, 343188, 40.21
MANAPPURAM, EQ, 01-Jan-2018, 123.40, 123.45, 124.45, 120.55, 121.50, 121.30, 122.61, 3480443, 4267.27, 15788, 853187, 24.51
MANAV, SM, 01-Jan-2018, 19.00, 20.00, 22.75, 20.00, 22.75, 22.75, 21.04, 80000, 16.83, 18, 76000, 95.00
MANDHANA, EQ, 01-Jan-2018, 9.60, 9.70, 9.70, 9.20, 9.30, 9.25, 9.38, 337654, 31.68, 544, 166646, 49.35
MANGALAM, EQ, 01-Jan-2018, 217.90, 218.00, 219.85, 207.50, 209.00, 209.40, 214.07, 226488, 484.84, 3647, 111317, 49.15
MANGCHEFER, EQ, 01-Jan-2018, 80.25, 80.50, 81.85, 79.90, 80.40, 80.15, 80.73, 138116, 111.50, 804, 83248, 60.27
MANGLMCEM, EQ, 01-Jan-2018, 353.05, 353.05, 355.85, 345.20, 349.90, 348.80, 351.07, 8095, 28.42, 252, 6441, 79.57
MANGTIMBER, EQ, 01-Jan-2018, 45.75, 45.75, 47.45, 45.00, 45.45, 45.35, 45.96, 49279, 22.65, 463, 32064, 65.07
MANINDS, EQ, 01-Jan-2018, 131.00, 130.60, 134.30, 130.25, 131.00, 131.65, 132.26, 356226, 471.15, 2346, 191808, 53.84
MANINFRA, EQ, 01-Jan-2018, 67.90, 68.10, 70.15, 66.60, 67.15, 67.05, 68.46, 778591, 533.05, 3501, 435271, 55.90
MANPASAND, EQ, 01-Jan-2018, 437.95, 438.00, 443.00, 433.70, 439.05, 440.65, 438.24, 59612, 261.24, 1234, 26737, 44.85
MANUGRAPH, EQ, 01-Jan-2018, 57.00, 58.45, 60.50, 58.00, 59.05, 59.15, 59.42, 121599, 72.25, 809, 75844, 62.37
MARALOVER, EQ, 01-Jan-2018, 60.20, 60.15, 60.80, 56.35, 57.30, 57.10, 58.22, 262752, 152.98, 2304, 130627, 49.71
MARATHON, EQ, 01-Jan-2018, 557.40, 579.00, 666.25, 563.10, 644.00, 642.30, 642.78, 165905, 1066.41, 5985, 51153, 30.83
MARICO, EQ, 01-Jan-2018, 322.50, 322.50, 323.95, 319.00, 321.95, 320.70, 321.00, 346559, 1112.44, 5504, 151564, 43.73
MARKSANS, EQ, 01-Jan-2018, 39.95, 39.85, 40.90, 39.80, 40.00, 39.95, 40.24, 2709022, 1090.18, 5935, 987310, 36.45
MARUTI, EQ, 01-Jan-2018, 9729.55, 9749.00, 9789.00, 9629.80, 9644.00, 9651.90, 9708.58, 426354, 41392.91, 37440, 119356, 27.99
MASFIN, EQ, 01-Jan-2018, 626.75, 623.00, 628.45, 620.50, 627.00, 625.30, 624.39, 10218, 63.80, 778, 5388, 52.73
MASKINVEST, BE, 01-Jan-2018, 44.30, 46.50, 46.50, 46.50, 46.50, 46.50, 46.50, 1, 0.00, 1, -, -
MASTEK, EQ, 01-Jan-2018, 375.30, 374.10, 381.90, 370.55, 374.35, 375.35, 377.31, 184864, 697.52, 3255, 96083, 51.97
MATRIMONY, EQ, 01-Jan-2018, 938.00, 921.00, 969.90, 921.00, 931.00, 935.20, 950.70, 4505, 42.83, 293, 3164, 70.23
MAWANASUG, EQ, 01-Jan-2018, 81.25, 81.00, 85.00, 79.80, 81.45, 81.50, 82.09, 925229, 759.51, 4996, 425801, 46.02
MAXINDIA, EQ, 01-Jan-2018, 124.45, 124.45, 125.50, 122.00, 122.50, 122.70, 123.14, 263348, 324.29, 5345, 168207, 63.87
MAXVIL, EQ, 01-Jan-2018, 94.25, 94.25, 96.95, 92.40, 92.70, 92.80, 94.56, 172709, 163.31, 1297, 101728, 58.90
MAYURUNIQ, EQ, 01-Jan-2018, 515.75, 515.60, 515.60, 493.00, 495.00, 495.65, 501.33, 37754, 189.27, 1657, 21042, 55.73
MAZDA, EQ, 01-Jan-2018, 416.25, 421.00, 432.00, 413.30, 418.90, 417.20, 424.93, 31386, 133.37, 1067, 11205, 35.70
MBAPL, SM, 01-Jan-2018, 67.95, 62.05, 62.05, 62.05, 62.05, 62.05, 62.05, 3000, 1.86, 1, 3000, 100.00
MBECL, BE, 01-Jan-2018, 61.00, 61.10, 61.80, 58.00, 60.00, 60.00, 59.89, 60675, 36.34, 205, -, -
MBLINFRA, BE, 01-Jan-2018, 26.20, 26.95, 27.50, 26.55, 27.50, 27.50, 27.38, 239269, 65.52, 409, -, -
MCDHOLDING, EQ, 01-Jan-2018, 46.65, 46.30, 48.00, 45.00, 45.70, 45.60, 46.06, 136304, 62.79, 842, 83951, 61.59
MCDOWELL-N, EQ, 01-Jan-2018, 3668.85, 3692.00, 3692.00, 3634.15, 3650.00, 3643.80, 3666.57, 180738, 6626.89, 10296, 30059, 16.63
MCL, SM, 01-Jan-2018, 281.00, 293.00, 293.00, 282.00, 282.00, 282.00, 287.50, 1600, 4.60, 2, 1600, 100.00
MCLEODRUSS, EQ, 01-Jan-2018, 205.10, 206.00, 206.90, 202.00, 203.20, 203.20, 204.76, 185420, 379.66, 1963, 76866, 41.46
MCX, EQ, 01-Jan-2018, 911.55, 914.90, 928.00, 907.00, 920.80, 920.05, 915.51, 601516, 5506.93, 16757, 216342, 35.97
MEGASOFT, BE, 01-Jan-2018, 14.35, 15.05, 15.05, 15.05, 15.05, 15.05, 15.05, 28302, 4.26, 46, -, -
MEGH, EQ, 01-Jan-2018, 106.50, 106.50, 109.40, 106.50, 107.20, 107.10, 107.77, 1076889, 1160.53, 8394, 350903, 32.58
MENONBE, EQ, 01-Jan-2018, 95.05, 96.95, 96.95, 94.20, 96.00, 95.25, 95.59, 29789, 28.47, 469, 20949, 70.32
MEP, EQ, 01-Jan-2018, 93.00, 93.80, 95.45, 92.90, 93.30, 93.35, 93.85, 400004, 375.42, 3269, 167074, 41.77
MERCATOR, EQ, 01-Jan-2018, 39.45, 39.50, 40.75, 38.80, 39.15, 39.25, 39.83, 3208042, 1277.63, 10794, 1532389, 47.77
MERCK, EQ, 01-Jan-2018, 1289.75, 1306.00, 1355.00, 1305.80, 1330.00, 1321.15, 1330.74, 41588, 553.43, 2011, 29368, 70.62
METALFORGE, BE, 01-Jan-2018, 37.80, 39.55, 39.65, 39.45, 39.65, 39.65, 39.62, 53215, 21.09, 214, -, -
METKORE, EQ, 01-Jan-2018, 3.50, 3.75, 3.75, 3.45, 3.50, 3.60, 3.64, 103264, 3.76, 201, 64131, 62.10
MFSL, EQ, 01-Jan-2018, 592.50, 590.00, 601.35, 587.45, 597.10, 597.05, 598.39, 273396, 1635.96, 7224, 151846, 55.54
MGL, EQ, 01-Jan-2018, 1094.50, 1105.00, 1129.20, 1092.10, 1119.95, 1117.05, 1119.67, 273832, 3066.03, 9475, 82142, 30.00
MHRIL, EQ, 01-Jan-2018, 337.95, 339.35, 342.50, 335.00, 338.45, 338.10, 339.24, 49054, 166.41, 1269, 29196, 59.52
MIC, BE, 01-Jan-2018, 9.35, 9.50, 9.80, 9.20, 9.70, 9.60, 9.62, 336671, 32.37, 480, -, -
MIDCAPIWIN, EQ, 01-Jan-2018, 78.12, 78.00, 78.76, 78.00, 78.10, 78.06, 78.35, 3659, 2.87, 66, 3139, 85.79
MILTON, SM, 01-Jan-2018, 32.90, 31.50, 31.50, 31.00, 31.00, 31.00, 31.18, 12000, 3.74, 3, 12000, 100.00
MINDACORP, EQ, 01-Jan-2018, 214.35, 216.00, 217.25, 210.00, 211.50, 211.65, 214.27, 375083, 803.69, 4474, 191560, 51.07
MINDAIND, EQ, 01-Jan-2018, 1286.40, 1294.00, 1308.75, 1265.30, 1277.35, 1277.30, 1291.82, 38606, 498.72, 2727, 16648, 43.12
MINDTECK, EQ, 01-Jan-2018, 78.15, 79.90, 83.50, 78.60, 80.20, 80.15, 81.72, 160221, 130.94, 1376, 77256, 48.22
MINDTREE, EQ, 01-Jan-2018, 612.40, 610.80, 618.35, 605.30, 606.05, 606.90, 610.63, 318744, 1946.34, 6312, 107284, 33.66
MIRCELECTR, EQ, 01-Jan-2018, 57.40, 57.55, 58.75, 56.80, 57.10, 57.10, 57.70, 824706, 475.90, 3410, 372715, 45.19
MIRZAINT, EQ, 01-Jan-2018, 158.90, 159.50, 161.75, 159.00, 161.00, 160.80, 160.83, 290836, 467.74, 3209, 120242, 41.34
MITCON, SM, 01-Jan-2018, 73.50, 76.80, 77.00, 76.80, 77.00, 77.00, 76.90, 4000, 3.08, 2, 4000, 100.00
MKPL, SM, 01-Jan-2018, 81.00, 83.00, 83.00, 83.00, 83.00, 83.00, 83.00, 2000, 1.66, 1, 2000, 100.00
MMFL, EQ, 01-Jan-2018, 1174.10, 1175.05, 1202.00, 1174.00, 1175.00, 1175.40, 1177.53, 4537, 53.42, 409, 3451, 76.06
MMTC, EQ, 01-Jan-2018, 73.30, 73.60, 74.50, 72.75, 72.90, 72.95, 73.51, 2515869, 1849.45, 8637, 1139994, 45.31
MOHITIND, EQ, 01-Jan-2018, 44.20, 44.35, 45.90, 44.10, 44.80, 44.60, 44.95, 153830, 69.15, 1207, 59149, 38.45
MOHOTAIND, EQ, 01-Jan-2018, 425.55, 444.00, 444.00, 414.45, 418.70, 418.40, 424.03, 6842, 29.01, 268, 4489, 65.61
MOIL, EQ, 01-Jan-2018, 242.50, 249.00, 250.75, 240.70, 244.25, 243.05, 247.03, 917759, 2267.10, 9874, 429682, 46.82
MOLDTECH, BE, 01-Jan-2018, 77.70, 77.35, 79.20, 74.10, 77.00, 75.90, 76.16, 9896, 7.54, 60, -, -
MOLDTKPAC, EQ, 01-Jan-2018, 316.95, 321.00, 324.00, 315.05, 324.00, 320.90, 320.00, 17837, 57.08, 647, 10214, 57.26
MONNETISPA, EQ, 01-Jan-2018, 35.25, 36.45, 38.25, 34.40, 34.50, 34.80, 36.45, 7485438, 2728.66, 21346, 4061520, 54.26
MONSANTO, EQ, 01-Jan-2018, 2535.10, 2550.00, 2550.00, 2460.05, 2473.10, 2475.30, 2500.78, 5794, 144.90, 1033, 3905, 67.40
MONTECARLO, EQ, 01-Jan-2018, 614.15, 617.90, 619.70, 600.00, 602.00, 607.70, 611.77, 41319, 252.78, 1626, 19513, 47.23
MORARJEE, EQ, 01-Jan-2018, 55.50, 56.80, 57.50, 55.45, 55.90, 56.05, 56.67, 59458, 33.70, 648, 34700, 58.36
MOREPENLAB, EQ, 01-Jan-2018, 37.35, 37.35, 40.00, 37.35, 39.50, 39.30, 39.24, 6864734, 2693.46, 16692, 2555097, 37.22
MOSERBAER, EQ, 01-Jan-2018, 4.80, 4.95, 5.70, 4.75, 5.45, 5.45, 5.47, 4840709, 264.76, 4127, 2691319, 55.60
MOTHERSUMI, EQ, 01-Jan-2018, 379.25, 381.75, 383.70, 377.30, 379.00, 379.10, 381.14, 1834837, 6993.30, 46083, 1006899, 54.88
MOTILALOFS, EQ, 01-Jan-2018, 1493.50, 1503.70, 1516.40, 1475.00, 1490.00, 1482.80, 1494.09, 31751, 474.39, 2084, 14434, 45.46
MOTOGENFIN, EQ, 01-Jan-2018, 38.40, 37.35, 40.30, 37.35, 40.30, 40.30, 39.98, 10445, 4.18, 119, 8103, 77.58
MPHASIS, EQ, 01-Jan-2018, 725.65, 729.40, 741.95, 724.05, 738.00, 738.25, 736.03, 51609, 379.86, 1716, 39200, 75.96
MPSLTD, EQ, 01-Jan-2018, 643.85, 651.95, 652.95, 635.00, 635.10, 637.25, 643.19, 14252, 91.67, 777, 10746, 75.40
MPTODAY, SM, 01-Jan-2018, 127.45, 130.50, 130.50, 129.00, 129.00, 129.00, 129.77, 6000, 7.79, 3, 6000, 100.00
MRF, EQ, 01-Jan-2018, 72357.05, 72572.00, 73200.00, 71900.00, 72305.00, 72402.85, 72502.68, 7348, 5327.50, 4173, 1476, 20.09
MRO-TEK, BE, 01-Jan-2018, 46.10, 46.05, 48.40, 46.05, 46.05, 46.30, 46.22, 6601, 3.05, 54, -, -
MRPL, EQ, 01-Jan-2018, 128.85, 128.05, 129.70, 126.00, 129.00, 127.15, 128.26, 569509, 730.46, 5593, 187234, 32.88
MSPL, BE, 01-Jan-2018, 21.60, 21.50, 22.45, 21.50, 22.00, 22.00, 22.09, 8863, 1.96, 34, -, -
MTEDUCARE, BE, 01-Jan-2018, 64.10, 65.00, 65.00, 63.00, 63.90, 63.55, 63.82, 26140, 16.68, 153, -, -
MTNL, EQ, 01-Jan-2018, 24.90, 25.30, 29.50, 25.05, 28.20, 28.15, 28.22, 19430540, 5483.42, 33016, 5363426, 27.60
MUKANDENGG, EQ, 01-Jan-2018, 52.70, 52.55, 60.40, 52.55, 58.25, 57.50, 58.35, 628347, 366.65, 4478, 240305, 38.24
MUKANDLTD, EQ, 01-Jan-2018, 88.85, 89.00, 91.25, 88.10, 89.00, 88.85, 89.58, 229371, 205.47, 1330, 125711, 54.81
MUKTAARTS, EQ, 01-Jan-2018, 103.50, 103.90, 107.80, 102.55, 103.05, 103.25, 105.47, 299601, 315.98, 2244, 67352, 22.48
MUNJALAU, EQ, 01-Jan-2018, 86.30, 87.65, 88.70, 86.35, 87.00, 86.85, 87.55, 222621, 194.91, 1976, 126509, 56.83
MUNJALSHOW, EQ, 01-Jan-2018, 285.10, 288.00, 295.00, 286.00, 289.65, 288.40, 291.56, 216868, 632.31, 3880, 112146, 51.71
MURUDCERA, EQ, 01-Jan-2018, 53.55, 54.00, 54.60, 51.20, 51.65, 51.95, 53.18, 346707, 184.37, 2009, 207960, 59.98
MUTHOOTCAP, EQ, 01-Jan-2018, 631.35, 631.00, 648.00, 625.55, 633.90, 639.60, 637.27, 10811, 68.90, 400, 7554, 69.87
MUTHOOTFIN, EQ, 01-Jan-2018, 474.65, 474.90, 478.60, 468.05, 468.50, 470.30, 473.03, 155817, 737.06, 3141, 42246, 27.11
MUTHOOTFIN, NF, 01-Jan-2018, 967.05, 996.61, 996.61, 996.61, 996.61, 996.61, 996.61, 50, 0.50, 1, 50, 100.00
MUTHOOTFIN, NG, 01-Jan-2018, 1020.00, 1002.00, 1002.00, 1002.00, 1002.00, 1002.00, 1002.00, 25, 0.25, 1, 25, 100.00
N100, EQ, 01-Jan-2018, 485.88, 486.00, 486.00, 480.00, 484.00, 484.00, 483.77, 1105, 5.35, 101, 808, 73.12
NABARD, N2, 01-Jan-2018, 1173.20, 1174.00, 1174.00, 1173.50, 1174.00, 1173.95, 1173.98, 210, 2.47, 3, 210, 100.00
NACLIND, EQ, 01-Jan-2018, 55.85, 55.00, 57.90, 55.00, 56.80, 56.80, 56.82, 222450, 126.39, 1213, 127062, 57.12
NAGAFERT, EQ, 01-Jan-2018, 20.30, 20.40, 22.20, 20.30, 22.20, 21.75, 21.62, 4795387, 1036.93, 7537, 2706633, 56.44
NAGAROIL, EQ, 01-Jan-2018, 4.15, 4.10, 4.45, 4.10, 4.30, 4.25, 4.31, 1440879, 62.14, 1010, 846431, 58.74
NAGREEKCAP, EQ, 01-Jan-2018, 61.35, 58.40, 64.40, 58.30, 58.30, 58.30, 60.53, 280433, 169.74, 1322, 108918, 38.84
NAGREEKEXP, BE, 01-Jan-2018, 41.85, 41.90, 43.90, 41.90, 43.00, 43.00, 43.37, 6639, 2.88, 72, -, -
NAHARCAP, EQ, 01-Jan-2018, 193.45, 193.00, 210.00, 193.00, 202.00, 202.30, 204.38, 84282, 172.25, 1976, 42784, 50.76
NAHARINDUS, EQ, 01-Jan-2018, 108.65, 108.55, 110.55, 106.80, 109.45, 108.90, 109.31, 49139, 53.72, 419, 31264, 63.62
NAHARPOLY, EQ, 01-Jan-2018, 71.45, 74.90, 78.40, 73.00, 75.35, 74.95, 76.82, 513442, 394.42, 4455, 201003, 39.15
NAHARSPING, EQ, 01-Jan-2018, 127.20, 127.45, 134.40, 127.45, 129.75, 129.65, 131.42, 160341, 210.72, 1867, 92413, 57.64
NAKODA, BE, 01-Jan-2018, 0.45, 0.45, 0.45, 0.40, 0.40, 0.40, 0.42, 85194, 0.36, 58, -, -
NANDANI, SM, 01-Jan-2018, 86.00, 90.00, 94.60, 90.00, 94.60, 94.60, 94.13, 38000, 35.77, 13, 38000, 100.00
NATCOPHARM, EQ, 01-Jan-2018, 961.70, 965.00, 990.00, 962.00, 988.70, 986.30, 984.39, 271703, 2674.62, 14169, 144067, 53.02
NATHBIOGEN, EQ, 01-Jan-2018, 464.25, 467.90, 474.50, 460.55, 461.30, 463.25, 468.76, 79159, 371.06, 2199, 34421, 43.48
NATIONALUM, EQ, 01-Jan-2018, 86.00, 85.65, 87.80, 85.25, 85.65, 85.70, 86.32, 6930461, 5982.26, 15306, 3823003, 55.16
NATNLSTEEL, EQ, 01-Jan-2018, 43.10, 45.00, 45.00, 43.00, 43.60, 43.70, 44.15, 58394, 25.78, 367, 41357, 70.82
NAUKRI, EQ, 01-Jan-2018, 1390.60, 1394.70, 1413.00, 1365.00, 1374.90, 1380.75, 1393.27, 32084, 447.02, 3437, 8374, 26.10
NAVINFLUOR, EQ, 01-Jan-2018, 830.45, 834.80, 847.10, 820.00, 829.00, 827.00, 836.64, 29950, 250.57, 1822, 17866, 59.65
NAVKARCORP, EQ, 01-Jan-2018, 187.75, 187.95, 195.90, 186.30, 191.40, 190.70, 192.44, 98784, 190.10, 1635, 51704, 52.34
NAVNETEDUL, EQ, 01-Jan-2018, 164.00, 166.00, 166.00, 161.00, 162.00, 162.05, 162.40, 21278, 34.56, 555, 12098, 56.86
NBCC, EQ, 01-Jan-2018, 246.90, 247.30, 249.45, 245.20, 247.75, 247.00, 247.41, 860862, 2129.82, 15100, 334386, 38.84
NBIFIN, EQ, 01-Jan-2018, 1931.55, 1931.55, 1950.00, 1856.00, 1949.00, 1902.95, 1898.88, 985, 18.70, 135, 770, 78.17
NBVENTURES, EQ, 01-Jan-2018, 146.55, 147.60, 157.40, 145.60, 151.90, 151.30, 153.19, 2317430, 3550.04, 15385, 987398, 42.61
NCC, EQ, 01-Jan-2018, 133.75, 134.95, 135.70, 130.30, 131.35, 131.35, 133.38, 4165441, 5555.90, 25082, 1113660, 26.74
NCLIND, EQ, 01-Jan-2018, 250.65, 252.00, 254.40, 250.00, 250.75, 250.55, 251.45, 38693, 97.29, 1097, 22339, 57.73
NDGL, EQ, 01-Jan-2018, 1969.35, 2067.80, 2067.80, 1870.90, 1970.00, 1988.30, 2022.75, 13637, 275.84, 1063, 5186, 38.03
NDL, EQ, 01-Jan-2018, 162.65, 164.30, 165.75, 162.25, 163.00, 162.90, 164.42, 297295, 488.82, 972, 276933, 93.15
NDTV, EQ, 01-Jan-2018, 45.55, 46.00, 47.50, 45.10, 45.10, 45.60, 46.21, 105696, 48.84, 709, 75958, 71.86
NECCLTD, EQ, 01-Jan-2018, 33.95, 34.00, 34.95, 33.65, 33.90, 34.05, 34.39, 94161, 32.38, 448, 76674, 81.43
NECLIFE, EQ, 01-Jan-2018, 38.95, 39.60, 41.00, 39.45, 40.30, 40.00, 40.33, 2636261, 1063.21, 7255, 1194600, 45.31
NELCAST, EQ, 01-Jan-2018, 96.20, 97.00, 98.65, 95.25, 96.10, 95.80, 97.00, 113471, 110.06, 1087, 56343, 49.65
NELCO, EQ, 01-Jan-2018, 122.05, 122.80, 128.45, 121.50, 123.60, 123.40, 125.22, 163128, 204.28, 2153, 64498, 39.54
NESCO, EQ, 01-Jan-2018, 527.20, 533.00, 548.90, 523.00, 524.95, 526.55, 535.93, 91015, 487.78, 3681, 50050, 54.99
NESTLEIND, EQ, 01-Jan-2018, 7870.90, 7900.00, 7901.60, 7828.60, 7880.00, 7863.20, 7859.23, 6606, 519.18, 1050, 3112, 47.11
NETWORK18, EQ, 01-Jan-2018, 60.95, 61.20, 62.65, 59.10, 59.50, 59.85, 61.32, 2012239, 1233.81, 6559, 996275, 49.51
NEULANDLAB, EQ, 01-Jan-2018, 892.85, 908.00, 908.00, 881.00, 881.00, 885.30, 888.55, 21656, 192.43, 1260, 13550, 62.57
NEXTMEDIA, BE, 01-Jan-2018, 18.30, 18.90, 18.90, 17.90, 18.50, 18.45, 18.51, 46043, 8.52, 73, -, -
NFL, EQ, 01-Jan-2018, 73.55, 74.35, 76.45, 73.00, 73.25, 73.35, 74.80, 3439413, 2572.61, 15340, 1842076, 53.56
NH, EQ, 01-Jan-2018, 298.25, 299.00, 301.00, 296.00, 300.00, 298.05, 298.79, 18796, 56.16, 586, 12915, 68.71
NHAI, N1, 01-Jan-2018, 1098.00, 1094.20, 1097.99, 1093.11, 1093.11, 1093.43, 1094.37, 1360, 14.88, 24, 850, 62.50
NHAI, N2, 01-Jan-2018, 1176.99, 1194.99, 1194.99, 1176.00, 1176.00, 1176.72, 1176.81, 2093, 24.63, 19, 1767, 84.42
NHAI, N4, 01-Jan-2018, 1167.15, 1167.15, 1200.01, 1167.15, 1200.01, 1200.01, 1169.20, 160, 1.87, 2, 160, 100.00
NHAI, N6, 01-Jan-2018, 1280.83, 1285.00, 1290.00, 1280.00, 1280.00, 1280.00, 1282.28, 542, 6.95, 14, 436, 80.44
NHAI, N8, 01-Jan-2018, 1112.16, 1115.00, 1115.00, 1112.16, 1112.16, 1112.16, 1112.71, 10, 0.11, 5, 10, 100.00
NHAI, NA, 01-Jan-2018, 1168.13, 1168.00, 1169.50, 1166.00, 1169.50, 1168.80, 1167.66, 2306, 26.93, 49, 1346, 58.37
NHAI, NE, 01-Jan-2018, 1145.42, 1145.50, 1145.51, 1145.50, 1145.50, 1145.50, 1145.50, 900, 10.31, 4, 900, 100.00
NHBTF2014, N5, 01-Jan-2018, 6319.00, 6310.00, 6310.00, 6310.00, 6310.00, 6310.00, 6310.00, 3, 0.19, 1, 3, 100.00
NHBTF2014, N6, 01-Jan-2018, 6714.37, 6798.00, 6798.00, 6699.99, 6699.99, 6699.99, 6745.89, 19, 1.28, 8, 19, 100.00
NHPC, EQ, 01-Jan-2018, 32.65, 33.00, 33.30, 32.00, 32.30, 32.20, 32.69, 9844325, 3218.44, 13407, 3082593, 31.31
